cod_departamento,departamento,valor,EDADQ,anio,sexo
"15","BOYACA","69423","45 a 49 anos","2020","0",
"15","BOYACA","67069","50 a 54 anos","2020","0",
"15","BOYACA","4489","90 a 94 anos","2020","0",
"17","CALDAS","58705","10 a 14 anos","2020","0",
"17","CALDAS","55325","40 a 44 anos","2020","0",
"17","CALDAS","52531","60 a 64 anos","2020","0",
"17","CALDAS","31084","70 a 74 anos","2020","0",
"18","CAQUETA","42449","15 a 19 anos","2020","0",
"18","CAQUETA","39491","20 a 24 anos","2020","0",
"18","CAQUETA","1649","85 a 89 anos","2020","0",
"19","CAUCA","91532","30 a 34 anos","2020","0",
"19","CAUCA","62484","50 a 54 anos","2020","0",
"20","CESAR","87935","30 a 34 anos","2020","0",
"20","CESAR","80024","35 a 39 anos","2020","0",
"85","CASANARE","35892","15 a 19 anos","2020","0",
"86","PUTUMAYO","18508","40 a 44 anos","2020","0",
"86","PUTUMAYO","11659","55 a 59 anos","2020","0",
"86","PUTUMAYO","5243","70 a 74 anos","2020","0",
"86","PUTUMAYO","1389","85 a 89 anos","2020","0",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","3893","0 a 4 anos","2020","0",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","4627","10 a 14 anos","2020","0",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","4467","5 a 9 anos","2020","0",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","541","80 a 84 anos","2020","0",
"91","AMAZONAS","8252","10 a 14 anos","2020","0",
"94","GUAINIA","1060","60 a 64 anos","2020","0",
"94","GUAINIA","85","85 a 89 anos","2020","0",
"95","GUAVIARE","7855","10 a 14 anos","2020","0",
"95","GUAVIARE","4655","50 a 54 anos","2020","0",
"95","GUAVIARE","6676","5 a 9 anos","2020","0",
"95","GUAVIARE","2120","65 a 69 anos","2020","0",
"95","GUAVIARE","81","95 y mas anos","2020","0",
"97","VAUPES","1514","40 a 44 anos","2020","0",
"99","VICHADA","8243","10 a 14 anos","2020","0",
"99","VICHADA","2128","60 a 64 anos","2020","0",
"99","VICHADA","172","90 a 94 anos","2020","0",
"25","CUNDINAMARCA","61737","70 a 74 anos","2020","0",
"25","CUNDINAMARCA","43146","75 a 79 anos","2020","0",
"25","CUNDINAMARCA","29466","80 a 84 anos","2020","0",
"27","CHOCO","26765","35 a 39 anos","2020","0",
"41","HUILA","97625","10 a 14 anos","2020","0",
"41","HUILA","98288","5 a 9 anos","2020","0",
"41","HUILA","34838","65 a 69 anos","2020","0",
"41","HUILA","12484","80 a 84 anos","2020","0",
"44","LA GUAJIRA","103715","10 a 14 anos","2020","0",
"44","LA GUAJIRA","61793","35 a 39 anos","2020","0",
"44","LA GUAJIRA","120399","5 a 9 anos","2020","0",
"44","LA GUAJIRA","4949","85 a 89 anos","2020","0",
"47","MAGDALENA","118065","0 a 4 anos","2020","0",
"47","MAGDALENA","67442","50 a 54 anos","2020","0",
"47","MAGDALENA","13418","80 a 84 anos","2020","0",
"50","META","87325","25 a 29 anos","2020","0",
"50","META","48377","55 a 59 anos","2020","0",
"50","META","37964","60 a 64 anos","2020","0",
"50","META","13439","75 a 79 anos","2020","0",
"50","META","1837","90 a 94 anos","2020","0",
"52","NARINO","79070","45 a 49 anos","2020","0",
"52","NARINO","75184","50 a 54 anos","2020","0",
"54","NORTE DE SANTANDER","85704","50 a 54 anos","2020","0",
"54","NORTE DE SANTANDER","5019","90 a 94 anos","2020","0",
"63","QUINDIO","27929","0 a 4 anos","2020","0",
"63","QUINDIO","33813","10 a 14 anos","2020","0",
"63","QUINDIO","33853","55 a 59 anos","2020","0",
"63","QUINDIO","30130","60 a 64 anos","2020","0",
"66","RISARALDA","61861","35 a 39 anos","2020","0",
"66","RISARALDA","50778","60 a 64 anos","2020","0",
"68","SANTANDER","128880","45 a 49 anos","2020","0",
"68","SANTANDER","120523","55 a 59 anos","2020","0",
"68","SANTANDER","27251","80 a 84 anos","2020","0",
"68","SANTANDER","6979","90 a 94 anos","2020","0",
"68","SANTANDER","3394","95 y mas anos","2020","0",
"70","SUCRE","87793","15 a 19 anos","2020","0",
"70","SUCRE","81361","5 a 9 anos","2020","0",
"70","SUCRE","12728","80 a 84 anos","2020","0",
"73","TOLIMA","63546","60 a 64 anos","2020","0",
"76","VALLE DEL CAUCA","236026","0 a 4 anos","2020","0",
"76","VALLE DEL CAUCA","348264","25 a 29 anos","2020","0",
"76","VALLE DEL CAUCA","290502","35 a 39 anos","2020","0",
"76","VALLE DEL CAUCA","278527","5 a 9 anos","2020","0",
"76","VALLE DEL CAUCA","86829","75 a 79 anos","2020","0",
"81","ARAUCA","455","95 y mas anos","2020","0",
