cod_departamento,departamento,valor,EDADQ,anio,sexo
"86","PUTUMAYO","675","85 a 89 anos","2020","Hombres",
"86","PUTUMAYO","329","90 a 94 anos","2020","Hombres",
"86","PUTUMAYO","265","95 y mas anos","2020","Hombres",
"86","PUTUMAYO","11394","0 a 4 anos","2020","Mujeres",
"86","PUTUMAYO","14592","10 a 14 anos","2020","Mujeres",
"86","PUTUMAYO","16183","15 a 19 anos","2020","Mujeres",
"86","PUTUMAYO","16301","20 a 24 anos","2020","Mujeres",
"86","PUTUMAYO","13663","25 a 29 anos","2020","Mujeres",
"86","PUTUMAYO","11457","30 a 34 anos","2020","Mujeres",
"86","PUTUMAYO","10859","35 a 39 anos","2020","Mujeres",
"86","PUTUMAYO","9457","40 a 44 anos","2020","Mujeres",
"86","PUTUMAYO","8247","45 a 49 anos","2020","Mujeres",
"86","PUTUMAYO","7035","50 a 54 anos","2020","Mujeres",
"86","PUTUMAYO","5726","55 a 59 anos","2020","Mujeres",
"86","PUTUMAYO","13179","5 a 9 anos","2020","Mujeres",
"86","PUTUMAYO","4388","60 a 64 anos","2020","Mujeres",
"86","PUTUMAYO","3307","65 a 69 anos","2020","Mujeres",
"86","PUTUMAYO","2522","70 a 74 anos","2020","Mujeres",
"86","PUTUMAYO","1744","75 a 79 anos","2020","Mujeres",
"86","PUTUMAYO","1354","80 a 84 anos","2020","Mujeres",
"86","PUTUMAYO","714","85 a 89 anos","2020","Mujeres",
"86","PUTUMAYO","378","90 a 94 anos","2020","Mujeres",
"86","PUTUMAYO","246","95 y mas anos","2020","Mujeres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","2075","0 a 4 anos","2020","Hombres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","2421","10 a 14 anos","2020","Hombres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","2369","15 a 19 anos","2020","Hombres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","2285","20 a 24 anos","2020","Hombres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","2462","25 a 29 anos","2020","Hombres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","2186","30 a 34 anos","2020","Hombres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","2080","35 a 39 anos","2020","Hombres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","1840","40 a 44 anos","2020","Hombres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","1702","45 a 49 anos","2020","Hombres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","1984","50 a 54 anos","2020","Hombres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","2063","55 a 59 anos","2020","Hombres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","2359","5 a 9 anos","2020","Hombres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","1528","60 a 64 anos","2020","Hombres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","967","65 a 69 anos","2020","Hombres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","632","70 a 74 anos","2020","Hombres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","390","75 a 79 anos","2020","Hombres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","244","80 a 84 anos","2020","Hombres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","103","85 a 89 anos","2020","Hombres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","55","90 a 94 anos","2020","Hombres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","62","95 y mas anos","2020","Hombres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","1818","0 a 4 anos","2020","Mujeres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","2206","10 a 14 anos","2020","Mujeres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","2137","15 a 19 anos","2020","Mujeres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","2219","20 a 24 anos","2020","Mujeres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","2604","25 a 29 anos","2020","Mujeres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","2396","30 a 34 anos","2020","Mujeres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","2274","35 a 39 anos","2020","Mujeres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","2015","40 a 44 anos","2020","Mujeres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","1844","45 a 49 anos","2020","Mujeres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","2214","50 a 54 anos","2020","Mujeres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","2319","55 a 59 anos","2020","Mujeres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","2108","5 a 9 anos","2020","Mujeres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","1710","60 a 64 anos","2020","Mujeres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","1154","65 a 69 anos","2020","Mujeres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","688","70 a 74 anos","2020","Mujeres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","426","75 a 79 anos","2020","Mujeres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","297","80 a 84 anos","2020","Mujeres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","151","85 a 89 anos","2020","Mujeres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","75","90 a 94 anos","2020","Mujeres",
"88","ARCHIPIELAGO DE SAN ANDRES-PROVIDENCIA Y SANTA CATALINA","48","95 y mas anos","2020","Mujeres",
"91","AMAZONAS","3627","0 a 4 anos","2020","Hombres",
"91","AMAZONAS","4209","10 a 14 anos","2020","Hombres",
"91","AMAZONAS","3846","15 a 19 anos","2020","Hombres",
"91","AMAZONAS","2641","20 a 24 anos","2020","Hombres",
"91","AMAZONAS","2410","25 a 29 anos","2020","Hombres",
"91","AMAZONAS","2174","30 a 34 anos","2020","Hombres",
"91","AMAZONAS","1995","35 a 39 anos","2020","Hombres",
"91","AMAZONAS","1615","40 a 44 anos","2020","Hombres",
"91","AMAZONAS","1542","45 a 49 anos","2020","Hombres",
"91","AMAZONAS","1269","50 a 54 anos","2020","Hombres",
"91","AMAZONAS","1158","55 a 59 anos","2020","Hombres",
"91","AMAZONAS","4542","5 a 9 anos","2020","Hombres",
"91","AMAZONAS","943","60 a 64 anos","2020","Hombres",
"91","AMAZONAS","719","65 a 69 anos","2020","Hombres",
"91","AMAZONAS","519","70 a 74 anos","2020","Hombres",
"91","AMAZONAS","333","75 a 79 anos","2020","Hombres",
"91","AMAZONAS","205","80 a 84 anos","2020","Hombres",
"91","AMAZONAS","144","85 a 89 anos","2020","Hombres",
"91","AMAZONAS","60","90 a 94 anos","2020","Hombres",
"91","AMAZONAS","93","95 y mas anos","2020","Hombres",
"91","AMAZONAS","3458","0 a 4 anos","2020","Mujeres",
"91","AMAZONAS","4043","10 a 14 anos","2020","Mujeres",
"91","AMAZONAS","3978","15 a 19 anos","2020","Mujeres",
"91","AMAZONAS","3098","20 a 24 anos","2020","Mujeres",
"91","AMAZONAS","2684","25 a 29 anos","2020","Mujeres",
"91","AMAZONAS","2550","30 a 34 anos","2020","Mujeres",
"91","AMAZONAS","2295","35 a 39 anos","2020","Mujeres",
"91","AMAZONAS","1799","40 a 44 anos","2020","Mujeres",
"91","AMAZONAS","1503","45 a 49 anos","2020","Mujeres",
"91","AMAZONAS","1430","50 a 54 anos","2020","Mujeres",
"91","AMAZONAS","1085","55 a 59 anos","2020","Mujeres",
"91","AMAZONAS","4275","5 a 9 anos","2020","Mujeres",
"91","AMAZONAS","892","60 a 64 anos","2020","Mujeres",
"91","AMAZONAS","661","65 a 69 anos","2020","Mujeres",
"91","AMAZONAS","442","70 a 74 anos","2020","Mujeres",
"91","AMAZONAS","301","75 a 79 anos","2020","Mujeres",
"91","AMAZONAS","233","80 a 84 anos","2020","Mujeres",
"91","AMAZONAS","94","85 a 89 anos","2020","Mujeres",
"91","AMAZONAS","42","90 a 94 anos","2020","Mujeres",
"91","AMAZONAS","24","95 y mas anos","2020","Mujeres",
"94","GUAINIA","2284","0 a 4 anos","2020","Hombres",
"94","GUAINIA","2621","10 a 14 anos","2020","Hombres",
"94","GUAINIA","2175","15 a 19 anos","2020","Hombres",
"94","GUAINIA","1960","20 a 24 anos","2020","Hombres",
"94","GUAINIA","1666","25 a 29 anos","2020","Hombres",
"94","GUAINIA","1327","30 a 34 anos","2020","Hombres",
"94","GUAINIA","1237","35 a 39 anos","2020","Hombres",
"94","GUAINIA","1102","40 a 44 anos","2020","Hombres",
"94","GUAINIA","993","45 a 49 anos","2020","Hombres",
"94","GUAINIA","872","50 a 54 anos","2020","Hombres",
"94","GUAINIA","771","55 a 59 anos","2020","Hombres",
"94","GUAINIA","2671","5 a 9 anos","2020","Hombres",
"94","GUAINIA","583","60 a 64 anos","2020","Hombres",
"94","GUAINIA","349","65 a 69 anos","2020","Hombres",
"94","GUAINIA","338","70 a 74 anos","2020","Hombres",
"94","GUAINIA","213","75 a 79 anos","2020","Hombres",
"94","GUAINIA","131","80 a 84 anos","2020","Hombres",
"94","GUAINIA","51","85 a 89 anos","2020","Hombres",
"94","GUAINIA","35","90 a 94 anos","2020","Hombres",
"94","GUAINIA","34","95 y mas anos","2020","Hombres",
"94","GUAINIA","2158","0 a 4 anos","2020","Mujeres",
"94","GUAINIA","2413","10 a 14 anos","2020","Mujeres",
"94","GUAINIA","2193","15 a 19 anos","2020","Mujeres",
"94","GUAINIA","2054","20 a 24 anos","2020","Mujeres",
"94","GUAINIA","1814","25 a 29 anos","2020","Mujeres",
"94","GUAINIA","1395","30 a 34 anos","2020","Mujeres",
"94","GUAINIA","1222","35 a 39 anos","2020","Mujeres",
"94","GUAINIA","1103","40 a 44 anos","2020","Mujeres",
"94","GUAINIA","889","45 a 49 anos","2020","Mujeres",
"94","GUAINIA","794","50 a 54 anos","2020","Mujeres",
"94","GUAINIA","612","55 a 59 anos","2020","Mujeres",
"94","GUAINIA","2636","5 a 9 anos","2020","Mujeres",
"94","GUAINIA","477","60 a 64 anos","2020","Mujeres",
"94","GUAINIA","273","65 a 69 anos","2020","Mujeres",
"94","GUAINIA","262","70 a 74 anos","2020","Mujeres",
"94","GUAINIA","169","75 a 79 anos","2020","Mujeres",
"94","GUAINIA","112","80 a 84 anos","2020","Mujeres",
"94","GUAINIA","34","85 a 89 anos","2020","Mujeres",
"94","GUAINIA","30","90 a 94 anos","2020","Mujeres",
"94","GUAINIA","16","95 y mas anos","2020","Mujeres",
"95","GUAVIARE","3394","0 a 4 anos","2020","Hombres",
"95","GUAVIARE","4064","10 a 14 anos","2020","Hombres",
"95","GUAVIARE","4074","15 a 19 anos","2020","Hombres",
"95","GUAVIARE","3606","20 a 24 anos","2020","Hombres",
"95","GUAVIARE","3243","25 a 29 anos","2020","Hombres",
"95","GUAVIARE","2838","30 a 34 anos","2020","Hombres",
"95","GUAVIARE","2787","35 a 39 anos","2020","Hombres",
"95","GUAVIARE","2758","40 a 44 anos","2020","Hombres",
"95","GUAVIARE","2778","45 a 49 anos","2020","Hombres",
"95","GUAVIARE","2654","50 a 54 anos","2020","Hombres",
"95","GUAVIARE","2574","55 a 59 anos","2020","Hombres",
"95","GUAVIARE","3433","5 a 9 anos","2020","Hombres",
"95","GUAVIARE","1914","60 a 64 anos","2020","Hombres",
"95","GUAVIARE","1304","65 a 69 anos","2020","Hombres",
"95","GUAVIARE","888","70 a 74 anos","2020","Hombres",
"95","GUAVIARE","545","75 a 79 anos","2020","Hombres",
"95","GUAVIARE","340","80 a 84 anos","2020","Hombres",
"95","GUAVIARE","148","85 a 89 anos","2020","Hombres",
"95","GUAVIARE","48","90 a 94 anos","2020","Hombres",
"95","GUAVIARE","53","95 y mas anos","2020","Hombres",
"95","GUAVIARE","3032","0 a 4 anos","2020","Mujeres",
"95","GUAVIARE","3791","10 a 14 anos","2020","Mujeres",
"95","GUAVIARE","3912","15 a 19 anos","2020","Mujeres",
"95","GUAVIARE","3956","20 a 24 anos","2020","Mujeres",
"95","GUAVIARE","3424","25 a 29 anos","2020","Mujeres",
"95","GUAVIARE","2915","30 a 34 anos","2020","Mujeres",
"95","GUAVIARE","2781","35 a 39 anos","2020","Mujeres",
"95","GUAVIARE","2518","40 a 44 anos","2020","Mujeres",
"95","GUAVIARE","2249","45 a 49 anos","2020","Mujeres",
"95","GUAVIARE","2001","50 a 54 anos","2020","Mujeres",
"95","GUAVIARE","1721","55 a 59 anos","2020","Mujeres",
"95","GUAVIARE","3243","5 a 9 anos","2020","Mujeres",
"95","GUAVIARE","1220","60 a 64 anos","2020","Mujeres",
"95","GUAVIARE","816","65 a 69 anos","2020","Mujeres",
"95","GUAVIARE","556","70 a 74 anos","2020","Mujeres",
"95","GUAVIARE","331","75 a 79 anos","2020","Mujeres",
"95","GUAVIARE","203","80 a 84 anos","2020","Mujeres",
"95","GUAVIARE","114","85 a 89 anos","2020","Mujeres",
"95","GUAVIARE","53","90 a 94 anos","2020","Mujeres",
"95","GUAVIARE","28","95 y mas anos","2020","Mujeres",
"97","VAUPES","1642","0 a 4 anos","2020","Hombres",
"97","VAUPES","1982","10 a 14 anos","2020","Hombres",
"97","VAUPES","1739","15 a 19 anos","2020","Hombres",
"97","VAUPES","1133","20 a 24 anos","2020","Hombres",
"97","VAUPES","1172","25 a 29 anos","2020","Hombres",
"97","VAUPES","1175","30 a 34 anos","2020","Hombres",
"97","VAUPES","1095","35 a 39 anos","2020","Hombres",
"97","VAUPES","771","40 a 44 anos","2020","Hombres",
"97","VAUPES","790","45 a 49 anos","2020","Hombres",
"97","VAUPES","680","50 a 54 anos","2020","Hombres",
"97","VAUPES","634","55 a 59 anos","2020","Hombres",
"97","VAUPES","2079","5 a 9 anos","2020","Hombres",
"97","VAUPES","522","60 a 64 anos","2020","Hombres",
"97","VAUPES","378","65 a 69 anos","2020","Hombres",
"97","VAUPES","279","70 a 74 anos","2020","Hombres",
"97","VAUPES","157","75 a 79 anos","2020","Hombres",
"97","VAUPES","149","80 a 84 anos","2020","Hombres",
"97","VAUPES","68","85 a 89 anos","2020","Hombres",
"97","VAUPES","29","90 a 94 anos","2020","Hombres",
"97","VAUPES","22","95 y mas anos","2020","Hombres",
"97","VAUPES","1538","0 a 4 anos","2020","Mujeres",
"97","VAUPES","1998","10 a 14 anos","2020","Mujeres",
"97","VAUPES","1807","15 a 19 anos","2020","Mujeres",
"97","VAUPES","1390","20 a 24 anos","2020","Mujeres",
"97","VAUPES","1192","25 a 29 anos","2020","Mujeres",
"97","VAUPES","1095","30 a 34 anos","2020","Mujeres",
"97","VAUPES","961","35 a 39 anos","2020","Mujeres",
"97","VAUPES","743","40 a 44 anos","2020","Mujeres",
"97","VAUPES","594","45 a 49 anos","2020","Mujeres",
"97","VAUPES","614","50 a 54 anos","2020","Mujeres",
"97","VAUPES","534","55 a 59 anos","2020","Mujeres",
"97","VAUPES","2062","5 a 9 anos","2020","Mujeres",
"97","VAUPES","424","60 a 64 anos","2020","Mujeres",
"97","VAUPES","298","65 a 69 anos","2020","Mujeres",
"97","VAUPES","248","70 a 74 anos","2020","Mujeres",
"97","VAUPES","176","75 a 79 anos","2020","Mujeres",
"97","VAUPES","175","80 a 84 anos","2020","Mujeres",
"97","VAUPES","81","85 a 89 anos","2020","Mujeres",
"97","VAUPES","30","90 a 94 anos","2020","Mujeres",
"97","VAUPES","16","95 y mas anos","2020","Mujeres",
"99","VICHADA","3922","0 a 4 anos","2020","Hombres",
"99","VICHADA","4159","10 a 14 anos","2020","Hombres",
"99","VICHADA","3680","15 a 19 anos","2020","Hombres",
"99","VICHADA","3094","20 a 24 anos","2020","Hombres",
"99","VICHADA","3303","25 a 29 anos","2020","Hombres",
"99","VICHADA","3508","30 a 34 anos","2020","Hombres",
"99","VICHADA","2547","35 a 39 anos","2020","Hombres",
"99","VICHADA","2403","40 a 44 anos","2020","Hombres",
"99","VICHADA","1937","45 a 49 anos","2020","Hombres",
"99","VICHADA","1747","50 a 54 anos","2020","Hombres",
"99","VICHADA","1509","55 a 59 anos","2020","Hombres",
"99","VICHADA","4785","5 a 9 anos","2020","Hombres",
"99","VICHADA","1192","60 a 64 anos","2020","Hombres",
"99","VICHADA","740","65 a 69 anos","2020","Hombres",
"99","VICHADA","906","70 a 74 anos","2020","Hombres",
"99","VICHADA","374","75 a 79 anos","2020","Hombres",
"99","VICHADA","356","80 a 84 anos","2020","Hombres",
"99","VICHADA","164","85 a 89 anos","2020","Hombres",
"99","VICHADA","101","90 a 94 anos","2020","Hombres",
"99","VICHADA","80","95 y mas anos","2020","Hombres",
"99","VICHADA","3759","0 a 4 anos","2020","Mujeres",
"99","VICHADA","4084","10 a 14 anos","2020","Mujeres",
"99","VICHADA","3513","15 a 19 anos","2020","Mujeres",
"99","VICHADA","3486","20 a 24 anos","2020","Mujeres",
"99","VICHADA","3516","25 a 29 anos","2020","Mujeres",
"99","VICHADA","3384","30 a 34 anos","2020","Mujeres",
"99","VICHADA","2714","35 a 39 anos","2020","Mujeres",
"99","VICHADA","2167","40 a 44 anos","2020","Mujeres",
"99","VICHADA","1862","45 a 49 anos","2020","Mujeres",
"99","VICHADA","1427","50 a 54 anos","2020","Mujeres",
"99","VICHADA","1216","55 a 59 anos","2020","Mujeres",
"99","VICHADA","4763","5 a 9 anos","2020","Mujeres",
"99","VICHADA","936","60 a 64 anos","2020","Mujeres",
"99","VICHADA","657","65 a 69 anos","2020","Mujeres",
"99","VICHADA","776","70 a 74 anos","2020","Mujeres",
"99","VICHADA","271","75 a 79 anos","2020","Mujeres",
"99","VICHADA","296","80 a 84 anos","2020","Mujeres",
"99","VICHADA","133","85 a 89 anos","2020","Mujeres",
"99","VICHADA","71","90 a 94 anos","2020","Mujeres",
"99","VICHADA","57","95 y mas anos","2020","Mujeres",
"23","CORDOBA","32105","60 a 64 anos","2020","Mujeres",
"23","CORDOBA","24176","65 a 69 anos","2020","Mujeres",
"23","CORDOBA","19196","70 a 74 anos","2020","Mujeres",
"23","CORDOBA","13284","75 a 79 anos","2020","Mujeres",
"23","CORDOBA","10512","80 a 84 anos","2020","Mujeres",
"23","CORDOBA","6060","85 a 89 anos","2020","Mujeres",
"23","CORDOBA","2948","90 a 94 anos","2020","Mujeres",
"23","CORDOBA","2304","95 y mas anos","2020","Mujeres",
"25","CUNDINAMARCA","85774","0 a 4 anos","2020","Hombres",
"25","CUNDINAMARCA","105006","10 a 14 anos","2020","Hombres",
"25","CUNDINAMARCA","101434","15 a 19 anos","2020","Hombres",
"25","CUNDINAMARCA","109045","20 a 24 anos","2020","Hombres",
"25","CUNDINAMARCA","102450","25 a 29 anos","2020","Hombres",
"25","CUNDINAMARCA","87699","30 a 34 anos","2020","Hombres",
"25","CUNDINAMARCA","82834","35 a 39 anos","2020","Hombres",
"25","CUNDINAMARCA","74063","40 a 44 anos","2020","Hombres",
"25","CUNDINAMARCA","67098","45 a 49 anos","2020","Hombres",
"25","CUNDINAMARCA","66834","50 a 54 anos","2020","Hombres",
"25","CUNDINAMARCA","61960","55 a 59 anos","2020","Hombres",
"25","CUNDINAMARCA","108245","5 a 9 anos","2020","Hombres",
"25","CUNDINAMARCA","50457","60 a 64 anos","2020","Hombres",
"25","CUNDINAMARCA","39135","65 a 69 anos","2020","Hombres",
"25","CUNDINAMARCA","28746","70 a 74 anos","2020","Hombres",
"25","CUNDINAMARCA","19052","75 a 79 anos","2020","Hombres",
"25","CUNDINAMARCA","11968","80 a 84 anos","2020","Hombres",
"25","CUNDINAMARCA","6085","85 a 89 anos","2020","Hombres",
"25","CUNDINAMARCA","2470","90 a 94 anos","2020","Hombres",
"25","CUNDINAMARCA","1337","95 y mas anos","2020","Hombres",
"25","CUNDINAMARCA","79113","0 a 4 anos","2020","Mujeres",
"25","CUNDINAMARCA","97818","10 a 14 anos","2020","Mujeres",
"25","CUNDINAMARCA","99276","15 a 19 anos","2020","Mujeres",
"25","CUNDINAMARCA","116907","20 a 24 anos","2020","Mujeres",
"25","CUNDINAMARCA","104375","25 a 29 anos","2020","Mujeres",
"25","CUNDINAMARCA","92463","30 a 34 anos","2020","Mujeres",
"25","CUNDINAMARCA","88917","35 a 39 anos","2020","Mujeres",
"25","CUNDINAMARCA","81693","40 a 44 anos","2020","Mujeres",
"25","CUNDINAMARCA","74507","45 a 49 anos","2020","Mujeres",
"25","CUNDINAMARCA","74076","50 a 54 anos","2020","Mujeres",
"25","CUNDINAMARCA","68547","55 a 59 anos","2020","Mujeres",
"25","CUNDINAMARCA","100225","5 a 9 anos","2020","Mujeres",
"25","CUNDINAMARCA","56595","60 a 64 anos","2020","Mujeres",
"25","CUNDINAMARCA","43630","65 a 69 anos","2020","Mujeres",
"25","CUNDINAMARCA","32991","70 a 74 anos","2020","Mujeres",
"25","CUNDINAMARCA","24094","75 a 79 anos","2020","Mujeres",
"25","CUNDINAMARCA","17498","80 a 84 anos","2020","Mujeres",
"25","CUNDINAMARCA","10199","85 a 89 anos","2020","Mujeres",
"25","CUNDINAMARCA","4567","90 a 94 anos","2020","Mujeres",
"25","CUNDINAMARCA","1598","95 y mas anos","2020","Mujeres",
"27","CHOCO","22588","0 a 4 anos","2020","Hombres",
"27","CHOCO","26480","10 a 14 anos","2020","Hombres",
"27","CHOCO","24798","15 a 19 anos","2020","Hombres",
"27","CHOCO","18548","20 a 24 anos","2020","Hombres",
"27","CHOCO","17134","25 a 29 anos","2020","Hombres",
"27","CHOCO","14673","30 a 34 anos","2020","Hombres",
"27","CHOCO","12419","35 a 39 anos","2020","Hombres",
"27","CHOCO","10079","40 a 44 anos","2020","Hombres",
"27","CHOCO","8282","45 a 49 anos","2020","Hombres",
"27","CHOCO","7614","50 a 54 anos","2020","Hombres",
"27","CHOCO","6923","55 a 59 anos","2020","Hombres",
"27","CHOCO","27536","5 a 9 anos","2020","Hombres",
"27","CHOCO","6149","60 a 64 anos","2020","Hombres",
"27","CHOCO","4162","65 a 69 anos","2020","Hombres",
"27","CHOCO","3015","70 a 74 anos","2020","Hombres",
"27","CHOCO","1975","75 a 79 anos","2020","Hombres",
"27","CHOCO","2109","80 a 84 anos","2020","Hombres",
"27","CHOCO","966","85 a 89 anos","2020","Hombres",
"27","CHOCO","570","90 a 94 anos","2020","Hombres",
"27","CHOCO","910","95 y mas anos","2020","Hombres",
"27","CHOCO","21297","0 a 4 anos","2020","Mujeres",
"27","CHOCO","25676","10 a 14 anos","2020","Mujeres",
"27","CHOCO","23978","15 a 19 anos","2020","Mujeres",
"27","CHOCO","20730","20 a 24 anos","2020","Mujeres",
"27","CHOCO","20057","25 a 29 anos","2020","Mujeres",
"27","CHOCO","17245","30 a 34 anos","2020","Mujeres",
"27","CHOCO","14346","35 a 39 anos","2020","Mujeres",
"27","CHOCO","11606","40 a 44 anos","2020","Mujeres",
"27","CHOCO","9509","45 a 49 anos","2020","Mujeres",
"27","CHOCO","8479","50 a 54 anos","2020","Mujeres",
"27","CHOCO","7686","55 a 59 anos","2020","Mujeres",
"27","CHOCO","26685","5 a 9 anos","2020","Mujeres",
"27","CHOCO","6761","60 a 64 anos","2020","Mujeres",
"27","CHOCO","4530","65 a 69 anos","2020","Mujeres",
"27","CHOCO","3300","70 a 74 anos","2020","Mujeres",
"27","CHOCO","2215","75 a 79 anos","2020","Mujeres",
"27","CHOCO","2771","80 a 84 anos","2020","Mujeres",
"27","CHOCO","1348","85 a 89 anos","2020","Mujeres",
"27","CHOCO","864","90 a 94 anos","2020","Mujeres",
"27","CHOCO","1007","95 y mas anos","2020","Mujeres",
"41","HUILA","45744","0 a 4 anos","2020","Hombres",
"41","HUILA","50827","10 a 14 anos","2020","Hombres",
"41","HUILA","52679","15 a 19 anos","2020","Hombres",
"41","HUILA","48653","20 a 24 anos","2020","Hombres",
"41","HUILA","43981","25 a 29 anos","2020","Hombres",
"41","HUILA","38010","30 a 34 anos","2020","Hombres",
"41","HUILA","35827","35 a 39 anos","2020","Hombres",
"41","HUILA","33276","40 a 44 anos","2020","Hombres",
"41","HUILA","29167","45 a 49 anos","2020","Hombres",
"41","HUILA","28458","50 a 54 anos","2020","Hombres",
"41","HUILA","26790","55 a 59 anos","2020","Hombres",
"41","HUILA","51289","5 a 9 anos","2020","Hombres",
"41","HUILA","22146","60 a 64 anos","2020","Hombres",
"41","HUILA","17123","65 a 69 anos","2020","Hombres",
"41","HUILA","12770","70 a 74 anos","2020","Hombres",
"41","HUILA","8700","75 a 79 anos","2020","Hombres",
"41","HUILA","5784","80 a 84 anos","2020","Hombres",
"41","HUILA","3081","85 a 89 anos","2020","Hombres",
"41","HUILA","1361","90 a 94 anos","2020","Hombres",
"41","HUILA","670","95 y mas anos","2020","Hombres",
"41","HUILA","42322","0 a 4 anos","2020","Mujeres",
"41","HUILA","46798","10 a 14 anos","2020","Mujeres",
"41","HUILA","52139","15 a 19 anos","2020","Mujeres",
"41","HUILA","55400","20 a 24 anos","2020","Mujeres",
"41","HUILA","47838","25 a 29 anos","2020","Mujeres",
"41","HUILA","41025","30 a 34 anos","2020","Mujeres",
"41","HUILA","38962","35 a 39 anos","2020","Mujeres",
"41","HUILA","35185","40 a 44 anos","2020","Mujeres",
"41","HUILA","31893","45 a 49 anos","2020","Mujeres",
"41","HUILA","30863","50 a 54 anos","2020","Mujeres",
"41","HUILA","28700","55 a 59 anos","2020","Mujeres",
"41","HUILA","46999","5 a 9 anos","2020","Mujeres",
"41","HUILA","23174","60 a 64 anos","2020","Mujeres",
"41","HUILA","17715","65 a 69 anos","2020","Mujeres",
"41","HUILA","13208","70 a 74 anos","2020","Mujeres",
"41","HUILA","9328","75 a 79 anos","2020","Mujeres",
"41","HUILA","6700","80 a 84 anos","2020","Mujeres",
"41","HUILA","3783","85 a 89 anos","2020","Mujeres",
"41","HUILA","1709","90 a 94 anos","2020","Mujeres",
"41","HUILA","642","95 y mas anos","2020","Mujeres",
"44","LA GUAJIRA","55978","0 a 4 anos","2020","Hombres",
"44","LA GUAJIRA","53731","10 a 14 anos","2020","Hombres",
"44","LA GUAJIRA","49010","15 a 19 anos","2020","Hombres",
"44","LA GUAJIRA","38056","20 a 24 anos","2020","Hombres",
"44","LA GUAJIRA","33923","25 a 29 anos","2020","Hombres",
"44","LA GUAJIRA","31206","30 a 34 anos","2020","Hombres",
"44","LA GUAJIRA","29646","35 a 39 anos","2020","Hombres",
